RawFile,Project,Pipeline,UseDownstream,Flagged,Protein IDs,Majority protein IDs,Peptide counts all,Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Reporter intensity corrected 1,Reporter intensity corrected 2,Reporter intensity corrected 3,Reporter intensity corrected 4,Reporter intensity corrected 5,Reporter intensity corrected 6,Reporter intensity corrected 7,Reporter intensity corrected 8,Reporter intensity corrected 9,Reporter intensity corrected 10,Reporter intensity corrected 11,Intensity,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,8891|putative_protein|1.72%;2440|cell-wall-anchored_protein_SasD;cell_wall_surface_anchor_family_protein|12.93%;101|hypothetical_protein;putative_protein|73.28%,8891|putative_protein|1.72%;2440|cell-wall-anchored_protein_SasD;cell_wall_surface_anchor_family_protein|12.93%;101|hypothetical_protein;putative_protein|73.28%,2;2;2,2;2;2,2;2;2,8891|putative_protein|1.72%;2440|cell-wall-anchored_protein_SasD;cell_wall_surface_anchor_family_protein|12.93%;101|hypothetical_protein;putative_protein|73.28%,3,2,2,2,21.1,21.1,21.1,21.847,199,199;221;241,0.0,13.188,27381.0,28685.0,45948.0,12549.0,8440.5,23150.0,12601.0,15434.0,29389.0,21455.0,17285.0,9545400,2,,,,10,241;550,True;True,255;571,355;746,370;772,370;772,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1010|putative_dual-specificity_RNA_methyltransferase_RlmN|100.0%,1010|putative_dual-specificity_RNA_methyltransferase_RlmN|100.0%,2,2,2,1010|putative_dual-specificity_RNA_methyltransferase_RlmN|100.0%,1,2,2,2,7.7,7.7,7.7,41.904,364,364,0.0,17.923,53625.0,43988.0,56477.0,42712.0,37438.0,47721.0,46606.0,50674.0,68626.0,41241.0,36712.0,15894000,2,,,,11,658;1231,True;True,680;1276,876;1619,904;1663,904;1663,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1015|50S_ribosomal_protein_L28|100.0%,1015|50S_ribosomal_protein_L28|100.0%,3,3,3,1015|50S_ribosomal_protein_L28|100.0%,1,3,3,3,37.1,37.1,37.1,6.9771,62,62,0.0,22.462,1124400.0,966470.0,933110.0,696210.0,831380.0,779920.0,611660.0,1060600.0,1228300.0,644510.0,844480.0,263250000,3,,,,12,1875;3465;4494,True;True;True,1935;3596;4660,2453;4568;5994,2521;4704;6174,2521;4704;6174,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1016|putative_protein|100.0%,1016|putative_protein|100.0%,2,2,2,1016|putative_protein|100.0%,1,2,2,2,20.2,20.2,20.2,13.385,124,124,0.0,20.249,108010.0,81418.0,89199.0,77363.0,79470.0,74871.0,70021.0,106520.0,110660.0,64174.0,50347.0,41542000,3,,,,13,1720;3862,True;True,1774;4008,2243;2244;5094,2306;2307;5243,2306;5243,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,10163|Staphylokinase|0.86%;2264|Staphylokinase|68.1%,10163|Staphylokinase|0.86%;2264|Staphylokinase|68.1%,1;1,1;1,1;1,10163|Staphylokinase|0.86%;2264|Staphylokinase|68.1%,2,1,1,1,6.3,6.3,6.3,12.708,111,111;163,0.0087041,5.7048,57010.0,47784.0,56539.0,55217.0,90185.0,58997.0,36840.0,101380.0,78033.0,44224.0,40443.0,8578300,1,,,,14,3000,True,3116,3976,4093,4093,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1018|Phosphate_acyltransferase|100.0%,1018|Phosphate_acyltransferase|100.0%,6,6,6,1018|Phosphate_acyltransferase|100.0%,1,6,6,6,20.7,20.7,20.7,35.421,328,328,0.0,43.365,590340.0,490180.0,514610.0,390050.0,469250.0,425300.0,406820.0,576990.0,634930.0,414890.0,391480.0,105420000,9,,,,15,604;1686;1754;2832;2983;3672,True;True;True;True;True;True,625;1740;1809;1810;2945;3098;3811,804;805;2205;2288;2289;2290;3770;3955;4827,831;832;2268;2352;2353;2354;3883;4070;4966,832;2268;2352;3883;4070;4966,0,61
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1020|3-oxoacyl-[acyl-carrier-protein]_reductase_FabG|100.0%,1020|3-oxoacyl-[acyl-carrier-protein]_reductase_FabG|100.0%,7,7,7,1020|3-oxoacyl-[acyl-carrier-protein]_reductase_FabG|100.0%,1,7,7,7,41.0,41.0,41.0,25.886,244,244,0.0,76.2,1181300.0,816610.0,884740.0,829220.0,765420.0,751860.0,782260.0,1020900.0,1115600.0,555950.0,588020.0,317930000,13,,,,16,62;144;1088;1098;1273;3431;4619,True;True;True;True;True;True;True,65;152;1128;1138;1319;3561;4789,87;88;219;1433;1434;1445;1676;1677;1678;1679;4516;4517;6148,89;90;229;1471;1472;1483;1721;1722;1723;1724;4650;4651;6334,89;229;1472;1483;1721;4650;6334,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1021|Acyl_carrier_protein|100.0%,1021|Acyl_carrier_protein|100.0%,2,2,2,1021|Acyl_carrier_protein|100.0%,1,2,2,2,19.5,19.5,19.5,8.5493,77,77,0.0,12.683,876650.0,792500.0,710670.0,584720.0,598590.0,647840.0,744690.0,690830.0,984330.0,553420.0,978630.0,140050000,2,,,,17,2239;4387,True;True,2310;4550,2943;5845,3031;6021,3031;6021,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,9655|Ribonuclease_3|0.86%;1022|Ribonuclease_3|99.14%,9655|Ribonuclease_3|0.86%;1022|Ribonuclease_3|99.14%,2;2,2;2,2;2,9655|Ribonuclease_3|0.86%;1022|Ribonuclease_3|99.14%,2,2,2,2,10.3,10.3,10.3,22.099,195,195;243,0.0,13.133,101550.0,96971.0,95968.0,78565.0,91902.0,91766.0,72550.0,122220.0,132360.0,74559.0,82633.0,16730000,2,,,,18,1425;1665,True;True,1473;1719,1877;2183,1930;2244,1930;2244,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,10221|putative_protein|1.72%;1460|putative_protein|97.41%;6952|NAD(P)/FAD-dependent_oxidoreductase|0.86%;6953|putative_protein|0.86%,10221|putative_protein|1.72%;1460|putative_protein|97.41%;6952|NAD(P)/FAD-dependent_oxidoreductase|0.86%;6953|putative_protein|0.86%,2;2;1;1,2;2;1;1,2;2;1;1,10221|putative_protein|1.72%;1460|putative_protein|97.41%;6952|NAD(P)/FAD-dependent_oxidoreductase|0.86%;6953|putative_protein|0.86%,4,2,2,2,5.0,5.0,5.0,33.244,300,300;422;92;322,0.0,10.537,60403.0,48627.0,59144.0,46070.0,50145.0,53133.0,49730.0,65804.0,56918.0,43188.0,60150.0,6257800,2,,,,19,857;2382,True;True,891;2458,1137;3133,1170;3227,1170;3227,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1023|Chromosome_partition_protein_Smc|98.28%;7019|Chromosome_partition_protein_Smc|0.86%;9656|Chromosome_partition_protein_Smc|0.86%,1023|Chromosome_partition_protein_Smc|98.28%;7019|Chromosome_partition_protein_Smc|0.86%;9656|Chromosome_partition_protein_Smc|0.86%,2;2;1,2;2;1,2;2;1,1023|Chromosome_partition_protein_Smc|98.28%;7019|Chromosome_partition_protein_Smc|0.86%;9656|Chromosome_partition_protein_Smc|0.86%,3,2,2,2,1.7,1.7,1.7,136.61,1188,1188;861;138,0.0,11.061,45239.0,34027.0,35998.0,36744.0,31183.0,43342.0,32125.0,39559.0,57173.0,37803.0,60898.0,4641500,2,,,,20,325;3436,True;True,342;3566,464;4532,483;4667,483;4667,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1024|Signal_recognition_particle_receptor_FtsY|99.14%;9661|Signal_recognition_particle_receptor_FtsY|0.86%,1024|Signal_recognition_particle_receptor_FtsY|99.14%,8;3,8;3,8;3,1024|Signal_recognition_particle_receptor_FtsY|99.14%,2,8,8,8,31.5,31.5,31.5,46.618,416,416;232,0.0,60.89,621080.0,625240.0,525670.0,458270.0,459000.0,426880.0,424880.0,644120.0,740000.0,417130.0,613050.0,94881000,12,,,,21,112;2003;2077;2161;2812;3914;4197;4306,True;True;True;True;True;True;True;True,117;2069;2145;2230;2924;4062;4355;4467,164;2632;2729;2836;3744;5159;5557;5558;5721,169;170;2707;2808;2918;2919;3856;5315;5723;5724;5725;5893,170;2707;2808;2918;3856;5315;5725;5893,1,287
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1026|Signal_recognition_particle_protein|99.14%;9663|Signal_recognition_particle_protein|0.86%,1026|Signal_recognition_particle_protein|99.14%,9;2,9;2,9;2,1026|Signal_recognition_particle_protein|99.14%,2,9,9,9,21.5,21.5,21.5,50.705,455,455;88,0.0,83.004,725890.0,645080.0,566020.0,539080.0,571070.0,518280.0,586130.0,799580.0,902480.0,437750.0,605850.0,146460000,13,,,,22,177;225;327;1364;2017;2140;2838;2878;3126,True;True;True;True;True;True;True;True;True,185;234;235;344;1411;2083;2209;2951;2992;3248,265;328;329;330;466;1798;2652;2653;2810;3777;3828;4142,276;340;341;342;343;485;1849;2727;2728;2890;3890;3942;4263,276;341;485;1849;2728;2890;3890;3942;4263,2,66
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,9664|30S_ribosomal_protein_S16|0.86%;1027|30S_ribosomal_protein_S16|99.14%,9664|30S_ribosomal_protein_S16|0.86%;1027|30S_ribosomal_protein_S16|99.14%,3;3,3;3,3;3,9664|30S_ribosomal_protein_S16|0.86%;1027|30S_ribosomal_protein_S16|99.14%,2,3,3,3,42.5,42.5,42.5,8.9132,80,80;91,0.0,27.827,4901200.0,3396600.0,3523300.0,3192200.0,3031100.0,3074900.0,2887400.0,3717600.0,4963000.0,2328900.0,1423800.0,1150500000,6,,,,23,1825;4098;4490,True;True;True,1882;4253;4656,2381;2382;5435;5436;5990,2447;2448;2449;5600;5601;6170,2447;5600;6170,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,9453|putative_sulfoacetate_transporter_SauU|0.86%;10272|putative_sulfoacetate_transporter_SauU|0.86%;2024|putative_sulfoacetate_transporter_SauU|98.28%,9453|putative_sulfoacetate_transporter_SauU|0.86%;10272|putative_sulfoacetate_transporter_SauU|0.86%;2024|putative_sulfoacetate_transporter_SauU|98.28%,1;1;1,1;1;1,1;1;1,9453|putative_sulfoacetate_transporter_SauU|0.86%;10272|putative_sulfoacetate_transporter_SauU|0.86%;2024|putative_sulfoacetate_transporter_SauU|98.28%,3,1,1,1,2.8,2.8,2.8,27.898,248,248;340;425,0.00409,6.001,70221.0,44664.0,50342.0,19706.0,40578.0,46718.0,32447.0,47958.0,52789.0,30473.0,33201.0,5364600,1,,,,24,2681,True,2786,3571,3678,3678,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,9665|Ribosome_maturation_factor_RimM|0.86%;1028|Ribosome_maturation_factor_RimM|98.28%;6926|Ribosome_maturation_factor_RimM|0.86%,9665|Ribosome_maturation_factor_RimM|0.86%;1028|Ribosome_maturation_factor_RimM|98.28%;6926|Ribosome_maturation_factor_RimM|0.86%,1;1;1,1;1;1,1;1;1,9665|Ribosome_maturation_factor_RimM|0.86%;1028|Ribosome_maturation_factor_RimM|98.28%;6926|Ribosome_maturation_factor_RimM|0.86%,3,1,1,1,8.8,8.8,8.8,11.765,102,102;167;170,0.0,7.7377,52689.0,40377.0,40571.0,36888.0,38194.0,43877.0,38811.0,42881.0,57868.0,35678.0,41095.0,9668500,1,,,,25,3575,True,3708,4700,4837,4837,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,10291|Elastin-binding_protein_EbpS|96.55%;10015|ClpXP_protease_specificity-enhancing_factor;LysM_domain-containing_protein|3.45%,10291|Elastin-binding_protein_EbpS|96.55%;10015|ClpXP_protease_specificity-enhancing_factor;LysM_domain-containing_protein|3.45%,5;4,5;4,5;4,10291|Elastin-binding_protein_EbpS|96.55%;10015|ClpXP_protease_specificity-enhancing_factor;LysM_domain-containing_protein|3.45%,2,5,5,5,10.7,10.7,10.7,54.004,494,494;436,0.0,38.552,336810.0,255810.0,337440.0,209950.0,214560.0,293990.0,226530.0,296590.0,467380.0,207370.0,653520.0,70780000,5,,,,26,284;607;1652;1693;3046,True;True;True;True;True,298;628;1705;1747;3164,403;808;2167;2213;4039,420;835;2228;2276;4157,420;835;2228;2276;4157,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,10297|hypothetical_protein|99.14%,10297|hypothetical_protein|99.14%,2,2,2,10297|hypothetical_protein|99.14%,1,2,2,2,26.2,26.2,26.2,7.0863,61,61,0.0,18.4,1111500.0,530860.0,830030.0,581340.0,408680.0,673510.0,615340.0,702640.0,1218500.0,293380.0,727470.0,212600000,3,,,,27,515;949,True;True,536;986,703;1261;1262,727;1296;1297,727;1296,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,10298|Transcription_termination_factor_Rho|100.0%,10298|Transcription_termination_factor_Rho|100.0%,7,7,7,10298|Transcription_termination_factor_Rho|100.0%,1,7,7,7,15.6,15.6,15.6,50.494,443,443,0.0,52.927,596440.0,476790.0,501440.0,386000.0,446500.0,403560.0,422330.0,587780.0,628960.0,313160.0,420630.0,93953000,9,,,,28,1023;1524;1879;2187;2871;3349;3399,True;True;True;True;True;True;True,1063;1575;1939;2258;2985;3476;3529,1360;2006;2458;2872;2873;3821;4415;4475;4476,1397;2064;2526;2956;2957;3935;4546;4609;4610,1397;2064;2526;2957;3935;4546;4610,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1030|50S_ribosomal_protein_L19|99.14%;9669|50S_ribosomal_protein_L19|0.86%,1030|50S_ribosomal_protein_L19|99.14%;9669|50S_ribosomal_protein_L19|0.86%,5;5,5;5,5;5,1030|50S_ribosomal_protein_L19|99.14%;9669|50S_ribosomal_protein_L19|0.86%,2,5,5,5,37.1,37.1,37.1,13.308,116,116;158,0.0,39.86,2017800.0,1699700.0,1598600.0,1218400.0,1500200.0,1431500.0,1136000.0,1824400.0,1998300.0,1015000.0,990550.0,521330000,5,,,,29,1466;1943;2255;3731;3772,True;True;True;True;True,1515;2005;2326;3873;3914,1928;2546;2967;4909;4956,1982;2616;3056;5049;5098,1982;2616;3056;5049;5098,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,10300|Immunoglobulin-binding_protein_sbi|77.59%;6519|Immunoglobulin-binding_protein_sbi|21.55%;4996|Immunoglobulin-binding_protein_sbi|0.86%;4997|Immunoglobulin-binding_protein_sbi|0.86%,10300|Immunoglobulin-binding_protein_sbi|77.59%;6519|Immunoglobulin-binding_protein_sbi|21.55%,13;12;6;2,13;12;6;2,13;12;6;2,10300|Immunoglobulin-binding_protein_sbi|77.59%;6519|Immunoglobulin-binding_protein_sbi|21.55%,4,13,13,13,28.9,28.9,28.9,51.282,446,446;436;196;139,0.0,97.081,1707700.0,1494100.0,1176300.0,1984100.0,931760.0,1227800.0,1146800.0,1457000.0,2502500.0,894390.0,839430.0,324110000,16,,,,30,111;710;1667;2296;2882;3147;3197;3346;3360;4124;4161;4162;4641,True;True;True;True;True;True;True;True;True;True;True;True;True,116;740;1721;2369;2996;3269;3321;3473;3488;4279;4318;4319;4812,163;956;957;2185;3019;3832;4167;4168;4227;4228;4412;4430;5465;5510;5511;6175,168;985;986;2246;3110;3946;4290;4291;4353;4354;4543;4562;5631;5676;5677;6362,168;985;2246;3110;3946;4291;4354;4543;4562;5631;5676;5677;6362,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,10319|ATP-dependent_Clp_protease_ATP-binding_subunit_ClpL|98.28%;8117|ATP-dependent_Clp_protease_ATP-binding_subunit_ClpL|0.86%;REV__8332|hypothetical_protein|1.72%,10319|ATP-dependent_Clp_protease_ATP-binding_subunit_ClpL|98.28%,21;1;1,3;1;0,1;0;0,10319|ATP-dependent_Clp_protease_ATP-binding_subunit_ClpL|98.28%,3,21,3,1,31.3,4.7,2.1,78.383,705,705;64;102,0.0,35.244,758920.0,105090.0,395980.0,570730.0,338500.0,379420.0,199420.0,567070.0,401040.0,73191.0,127890.0,282630000,5,,,,31,40;124;401;402;547;740;958;1308;1389;1535;1827;2004;2048;2370;2450;2596;2642;2847;2879;2894;3144,False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;False,43;131;420;421;568;770;995;1354;1436;1586;1884;1885;2070;2116;2446;2530;2687;2742;2960;2993;3008;3266,61;183;184;185;186;187;188;189;556;557;742;743;994;1272;1273;1723;1829;1830;2021;2384;2385;2633;2698;3120;3223;3445;3518;3519;3786;3829;3851;4162,63;193;194;195;196;197;198;199;577;578;768;769;1023;1307;1308;1771;1881;1882;2080;2451;2452;2708;2776;3213;3320;3551;3625;3626;3900;3943;3965;4284;4285,63;194;577;578;769;1023;1308;1771;1882;2080;2452;2708;2776;3213;3320;3551;3625;3900;3943;3965;4285,3,434
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1032|Ribosome_biogenesis_GTPase_A|100.0%,1032|Ribosome_biogenesis_GTPase_A|100.0%,1,1,1,1032|Ribosome_biogenesis_GTPase_A|100.0%,1,1,1,1,4.1,4.1,4.1,33.38,294,294,0.0,6.8517,6390.9,6243.3,7363.0,4795.2,4856.4,6079.1,7196.0,7777.8,10550.0,6721.7,6872.8,5109400,1,,,,32,650,True,672,868,896,896,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,10336|Multicopper_oxidase_mco|0.86%,10336|Multicopper_oxidase_mco|0.86%,1,1,1,10336|Multicopper_oxidase_mco|0.86%,1,1,1,1,6.1,6.1,6.1,13.288,115,115,0.0010893,6.5882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,,,,33,4293,True,4453,5703,5875,5875,,
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1034|Succinate--CoA_ligase_[ADP-forming]_subunit_beta|100.0%,1034|Succinate--CoA_ligase_[ADP-forming]_subunit_beta|100.0%,13,13,13,1034|Succinate--CoA_ligase_[ADP-forming]_subunit_beta|100.0%,1,13,13,13,37.4,37.4,37.4,42.056,388,388,0.0,141.02,3273100.0,3380300.0,3107100.0,2475300.0,2573700.0,2141100.0,1950300.0,3054600.0,3920400.0,1768200.0,1653200.0,1547000000,18,,,,34,357;433;611;769;1008;1147;1165;1210;1685;1892;2168;3537;3551,True;True;True;True;True;True;True;True;True;True;True;True;True,374;454;632;801;1047;1189;1209;1254;1739;1953;2237;3668;3683;3684,498;602;813;1032;1342;1508;1539;1540;1593;2204;2482;2483;2844;2845;4651;4652;4671;4672,518;624;840;1061;1379;1548;1581;1582;1637;2267;2550;2551;2927;2928;4788;4789;4808;4809,518;624;840;1061;1379;1548;1581;1637;2267;2550;2927;4789;4809,4,15
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1035|Succinate--CoA_ligase_[ADP-forming]_subunit_alpha|100.0%,1035|Succinate--CoA_ligase_[ADP-forming]_subunit_alpha|100.0%,7,7,7,1035|Succinate--CoA_ligase_[ADP-forming]_subunit_alpha|100.0%,1,7,7,7,26.8,26.8,26.8,31.572,302,302,0.0,67.673,1404700.0,1539000.0,1442900.0,1004800.0,1280900.0,1041600.0,877380.0,1710900.0,1593000.0,734460.0,1091600.0,642560000,10,,,,35,100;804;1791;1991;3040;3184;3690,True;True;True;True;True;True;True,104;837;1847;1848;2056;3158;3306;3307;3830,149;150;1073;2337;2338;2612;4032;4211;4212;4848,153;154;1105;2401;2402;2687;4150;4336;4337;4988,153;1105;2401;2687;4150;4336;4988,5;6,28;138
SA001-R1-A-200507.raw,LSARP,Staphylococcus aureus (TMT11),True,False,1041|Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase_TrmFO|100.0%,1041|Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase_TrmFO|100.0%,3,3,3,1041|Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase_TrmFO|100.0%,1,3,3,3,9.4,9.4,9.4,48.371,435,435,0.0,21.6,180970.0,119560.0,154400.0,128550.0,57423.0,150570.0,107420.0,189020.0,162910.0,77845.0,103990.0,25577000,5,,,,36,691;1375;3870,True;True;True,717;1422;4016,919;920;1812;1813;5103,947;948;1863;1864;5253,947;1864;5253,,
